SIREN,prix_med,perc_log_vac,perc_maison,perc_tiny_log,dens_pop,med_niveau_vis,part_log_suroccup,part_agri_nb_emploi,part_cadre_profintellec_nbemploi
200000172,1.15719203958582,-0.305842901547945,-1.31022037892781,1.7514808113551,0.0781655898542899,1.72218102454659,1.24489047470402,-0.984615076538051,0.874262606703927
200000438,0.0601162405575714,-0.646296727419731,0.794239533140027,-0.379234251749488,-0.113937799546854,0.0249932124776943,-0.630759215840023,-0.655220495780057,-0.235934583162849
200000545,-0.916401778357686,0.714193234909182,-0.149546578000505,0.612907376529415,0.0706949024886896,-1.51633041276855,0.257706427049257,-0.902266431348553,-0.0293862687690314
200000628,0.0480604625462719,1.10064195277831,-0.198923118013404,-0.183767721603827,0.0229358654014613,-0.866896301007491,0.191894157205607,-0.634633334482682,-0.0810233473674858
200000800,-0.349780211826611,0.214555698850393,0.580656454270116,-0.531663281869276,-0.318581271311685,-0.0269615164631904,-0.301697866621772,-0.861092108753803,-0.545757054753577
200000925,0.289176022772262,-1.40566728962804,0.509735848035262,-0.624896001722312,-0.114738230336026,0.934200968943175,-0.729477620605499,-0.531697527995809,0.0222508098294241
200000933,-0.84406711028989,1.53183617052129,0.755860660181127,-0.226504181635292,-0.361804533926943,-0.299723843402834,-0.466228541230897,-0.243477269832565,-0.261753122462076
200004802,1.808204052196,-0.593028594607812,0.298023166777683,0.145541743172874,-0.216392940560798,0.548870062631614,1.34360887946949,-0.531697527995809,0.0997064277271063
200005932,0.144506686636668,-0.632502980967796,0.945416191931796,-0.191425234163428,-0.302839465791314,1.14634944545178,-0.597853080918198,-0.902266431348553,1.36481485338925
200005957,-0.759676664210793,1.71558608957153,-0.155832119558851,-0.611173991666417,-0.29563558868877,-0.93616927292867,-0.334604001543596,-0.26406443112994,-0.958853683541215
200006682,0.32534335680616,0.17411476363398,-0.607299643607779,0.919920718612647,-0.154759769794597,0.570517866356983,0.488049371502034,-0.387587398914187,0.202980584924015
200006716,-0.5908957720526,0.595107656081672,0.0309057071204916,0.0572721959916884,-0.249477413179884,-0.325701207873276,0.158988022283782,-0.593459011887933,1.26154069619234
200006930,-0.759676664210793,1.02924880844349,-0.159181208715585,-0.358152134165176,-0.352999795246056,-0.788964207596164,-0.433322406309072,0.415311891683423,-1.13958345863581
200006971,-0.627063106086499,0.83483086572749,-0.0517817431912257,0.477252224767723,-0.251878705547398,-0.321371647128203,0.0602696175183066,-0.552284689293184,0.0222508098294241
200007052,-1.15751733858368,2.94653127585808,1.05645551984451,-0.587510294391349,-0.348464020774085,-1.26521588955428,-0.630759215840023,1.77406453731015,-1.03630930143889
200007177,-1.21779622864017,1.40519699075398,1.13231153552733,-0.720187225279721,-0.349798072089371,-0.715361674929911,-0.8611021602928,1.03292673060466,-0.0552048080682581
200010650,-0.301557099781413,-0.215270922491742,-0.847322785575006,0.449581217640735,-0.0600421264093111,-0.0745866846590012,0.0273634825964811,-0.881679270051178,0.461165977916289
200010700,-0.156887763645819,-0.800853607362887,-0.0131257917372239,0.143764494204657,-0.0421658387844827,-0.0486093201885583,-0.0384487872471691,-0.71698197967218,0.228799124223243
200011773,2.03726383441069,-0.606125285043364,-2.976449753251,4.21485697850344,2.66409065940414,2.03390939819189,4.00900580813733,-1.00520223783543,0.796806988806244
200011781,-0.868178666312488,1.46762565550923,0.934428901190739,-0.476520281328874,-0.310843773683028,-0.381985497559235,-0.762383755527325,-0.0787799794535674,-0.106841886666713
200013050,-0.120720429611921,0.136406426679782,0.509522345121557,-0.857611614298405,-0.167833472684397,0.925541847453027,-0.696571485683673,-0.71698197967218,-0.649031211950487
200015162,0.156562464647967,-2.17434501955506,-0.814564850902122,-0.550056964056504,-0.367407549451143,-1.55962602021929,0.619673911189335,1.5681929243364,-1.13958345863581
200016905,-0.470337991939606,-0.187978241667271,0.381238797597151,-0.565798841549346,-0.322049804731428,-1.13099950645698,-0.334604001543596,1.6505415695259,-1.26867615513194
200017341,-0.325668655804012,0.745500931399804,-0.504435632607098,0.345412069586123,-0.331388163938428,-1.52065997351362,0.191894157205607,-0.18171578594044,0.435347438617062
200017846,0.674960919133844,-0.136576296496157,-0.866068955657471,1.63381380117309,-0.10219814797234,0.362698950593445,2.13335611759329,-0.71698197967218,1.44227047128693
200018083,-0.349780211826611,-0.552577328863383,1.00333289685532,-0.971772110925268,-0.150757615848741,-0.537849684381888,-0.663665350761849,0.00356866573593086,-0.623212672651259
200018166,1.02457848146153,-1.08103228618888,-0.834468587177215,-0.0480709393013208,-0.0024111095889674,2.21142138873992,-0.367510136465422,-0.881679270051178,4.30812833350117
200018406,-0.687341996142996,0.927779548993919,0.513127331308699,0.208675412381191,-0.21719337134997,-0.390644619049382,-0.202979461856296,-0.861092108753803,-0.210116043863622
200018521,-1.04901533648198,2.64122074949002,1.0480111520224,-0.602506395099058,-0.344195056565171,-0.598463534812921,-0.729477620605499,1.54760576303903,-1.39776885162808
200022986,1.6635347160604,-1.39490863986578,0.507360283662261,-0.112894044819084,-0.179039503732798,2.03823895893698,-0.00554265232534451,-0.655220495780057,1.72627440357843
200023075,0.0721720185688709,0.308566744334819,-0.533251333101549,-0.289598934478739,-0.272156285539742,2.43655854748375,-0.466228541230897,0.415311891683423,-0.778123908446624
200023125,1.96492916634289,-1.27222350808337,-0.742266365157924,1.36289691924358,1.42368974645148,1.92134081881999,1.83720090329687,-1.00520223783543,1.51972608918461
200023240,0.361510690840058,-0.298071666619857,-0.417078931217103,0.949648257765932,-0.0485692850978544,0.185186960045422,1.01454753025124,-0.861092108753803,0.538621595813971
200023299,4.0023556502525,-1.68115642099969,-3.47199522605356,-0.633120085870527,-0.313778686576657,0.38001719357374,2.46241746681155,-0.984615076538051,0.35789182071938
200023307,-0.615007328075199,1.00416311894062,0.207474837572282,0.404055246661211,-0.0429662695736534,-0.910191908458228,-0.137167192012645,-0.511110366698434,0.0480693491286518
200023372,5.79866657393612,-2.33266085941138,-2.55379737055618,-0.0765381395104448,-0.24334077712957,0.743700296159931,1.87010703821869,-1.0257893991328,0.0738878884278786
200023414,0.445901136919155,-0.230544882378934,-2.01629680978132,2.7850899328031,1.5667000474501,-0.195814385521065,2.16626225251512,-1.0257893991328,1.75209294287765
200023620,0.795518699246839,-1.36569044217054,0.358606402366996,-0.119052992868289,-0.155026580057655,1.49704386580275,-0.597853080918198,-0.346413076319438,1.28735923549156
200023737,-0.349780211826611,0.485710442299427,-0.470121983916867,0.780398248711719,-0.215859320034684,-0.104893609874517,0.685486181032985,-0.778743463564305,1.18408507829466
200023778,1.09691314952933,-1.77420942526447,0.146120654162207,-0.880615605564765,0.0434802556568617,0.24147124973138,-0.564946945996373,-0.428761721508936,-0.674849751249714
